fileName,fileLink,transcriptLink,dateOriginated,like_count,view_count
Joel Millner,https://archive.org/details/JHS13SideA,https://docs.google.com/document/d/18FNKen3YMKXLiiQvKzh791cwKLFAI2_MGkjDopXuYlY/edit?usp=sharing,1995
JHS 55 Samuel Rudner,https://archive.org/details/JHS55SideA,https://docs.google.com/document/d/158zonmSrM92_J_YzVdJhlA7yCYq711vc5fAv3eXKPZY/edit?usp=sharing,1955
"Rosenthal, Minerva",https://archive.org/details/JHS05SideA,https://docs.google.com/document/d/17qD8zZNfONmbYCD36EYFUFhLc30aqWcGZ61bZve2t9k/edit?usp=sharing,1996
Joe & Ida Klatzkin,https://archive.org/details/JHS08SideA,https://docs.google.com/document/d/1eSGVzOzxXYplQy9XhMs_Vh-7xg0ME6I_jfVLxC0U8b8/edit?usp=sharing,1988
Dr. Paul Loser,https://archive.org/details/OralHistroyWithDr.PaulLoserSideA,https://docs.google.com/document/d/1Vkr-8NJkRIT1P6WlXqX-nwi9uWixL3epEIW42jGE5fs/edit?usp=sharing,1976
